A_bl,b3,PBR_eff,L0,L_ol0
6.339714596306915695e-01,-1.051827459188962692e-02,2.532753901173700584e+00,1.895682245736224569e+00,7.963863147110057383e-01
6.949000305862139681e-01,-1.175038077962835444e-02,2.413084817941334226e+00,1.953252253865628285e+00,3.377456854228906025e+01
6.799699461533388334e-01,-1.343961014086210784e-02,3.188683522498825251e+00,1.929556076126625275e+00,8.861801751137809410e-07
7.236352142187363334e-01,-1.184878467318802552e-02,1.346006438209974343e+00,1.941604953406414591e+00,7.184924043340782873e+01
6.975103210014159671e-01,-1.179037763947434966e-02,2.243532313453603599e+00,1.931974008109671459e+00,3.018803838520243943e+01
6.948575133303700468e-01,-1.166562483956615215e-02,1.186679666634190111e+00,1.888914157998232923e+00,8.673125790613919150e+01
6.569419319366209820e-01,-1.138642303612878541e-02,2.664005770131140594e+00,1.923987226224003866e+00,3.578167759004161042e+01
8.701513931097034638e-01,-1.421359780352671014e-02,1.252600642636678030e+00,1.929990240870914420e+00,5.042972281679507063e+01
9.526961517996184181e-01,-1.642411389300676636e-02,3.159425091754280324e+00,1.958585369433054613e+00,2.721006137887595437e-08
6.548013701062539438e-01,-1.123151769825412975e-02,8.338915919430909263e-01,1.911760067957947395e+00,1.654715670934686784e+02
7.516934760913931424e-01,-1.228400219535257833e-02,1.760568990410980694e+00,1.929573994423873007e+00,5.392125209412839126e+01
7.142549122857078103e-01,-1.210467206382447730e-02,1.169002273464494257e+00,1.887494382270985538e+00,7.703780920499468721e+01
7.241382520227953590e-01,-1.191218490250930788e-02,8.459584624036430300e-01,1.937485203607111295e+00,8.883449897934876560e+01
6.299799741565792477e-01,-1.069310832225512514e-02,1.998075041284564646e-01,1.908732786202365750e+00,1.871231770583139564e+02
6.124005975730526519e-01,-1.068541688890133935e-02,2.228457358144138478e+00,1.867370247688857399e+00,5.752352187301895725e+01
7.575966976782722018e-01,-1.280922126757363597e-02,1.330938250507670745e-09,1.961493454394154901e+00,1.938541101769194483e+02
9.025892053610974353e-01,-1.587865375293798578e-02,2.439917806090557140e-01,1.910811042712217134e+00,1.958506196360697516e+02
7.383844371470031920e-01,-1.219920247817352608e-02,9.702944518702095733e-01,1.924117544065806928e+00,6.973653320527336064e+01
8.174298041185567021e-01,-1.420807961150772139e-02,2.271424927909666915e-10,1.865088610998018703e+00,1.765627708650053194e+02
5.367807003378310959e-01,-8.980864287523777217e-03,3.427160623360731573e-01,1.942664954182283577e+00,7.990958269450186435e+01
8.135590899532888498e-01,-1.293800833072778801e-02,2.415450453474389025e+00,1.921719122187972806e+00,4.987732558602223065e+01
9.504313034528700799e-01,-1.611710501083065197e-02,2.038849658272246401e+00,2.004624853236550930e+00,9.101223915254953295e-10
7.610047134505117938e-01,-1.371772478780605362e-02,1.105049899337423147e+00,1.974981287755204429e+00,1.161793132129937902e+02
7.522333032205573700e-01,-1.223821158183191309e-02,2.022154236229639857e+00,1.880132588347041223e+00,2.081059679745633773e+01
6.382275158706651741e-01,-1.145175389574689534e-02,2.772564507567035097e+00,1.896394157411618098e+00,2.025999132883428661e-09
5.264608407956729019e-01,-9.510056005473293064e-03,5.360753672222371424e-01,1.896322970441749911e+00,9.539307820713696628e+01
7.551767681562360224e-01,-1.252610623737920176e-02,7.947787570264861623e-09,1.929829080073397707e+00,2.121304688885326470e+02
6.350375353560576697e-01,-1.069370590183280761e-02,1.908078723357885531e+00,1.924050466637411860e+00,9.240333534797359505e+01
7.037033581869063248e-01,-1.261478820388848426e-02,6.799420402811574560e-01,1.920942200225237650e+00,1.842399459303629499e+02
5.173078427467698859e-01,-8.118990117339448462e-03,1.724762185099993905e+00,1.855593577106422476e+00,7.723413379512903987e+01
6.017386715399728470e-01,-1.124657261043417178e-02,5.380841272892765703e-01,1.855864981978838202e+00,1.655643188909907622e+02
8.187615627597955026e-01,-1.415886925340422570e-02,1.896178559140403674e+00,1.921956810016234085e+00,7.163074927336985809e+01
8.281151963512795033e-01,-1.431227568575888127e-02,4.582062481149062338e-01,1.932260480972592287e+00,7.696623792543078935e+01
5.226276020124694943e-01,-8.986309834163890356e-03,1.336636245650762334e+00,1.877370204985729929e+00,1.114952092010460944e+02
8.192679482327009932e-01,-1.406168570779673700e-02,9.358346672230610785e-02,1.971275035757068084e+00,1.288396389738727237e+02
7.491380529779337882e-01,-1.298425659290441438e-02,1.769449027688315024e+00,1.921651223203108438e+00,1.117312646093714221e+02
7.260110325101872819e-01,-1.186458091379803854e-02,2.393008460450733121e+00,1.915367224890982989e+00,4.081215612348992039e+01
8.692397780551381903e-01,-1.414362532575146741e-02,9.347405872813627781e-01,1.925793458402578207e+00,1.309742765577938428e+02
6.658776727627713221e-01,-1.117665503511251594e-02,1.273413684758145425e+00,1.916423047951744119e+00,2.092064843205093325e+02
8.237338610646748327e-01,-1.443538010165230055e-02,3.068201890007506538e+00,1.951229431533952896e+00,2.292113505491953835e-07
7.967260094650207014e-01,-1.319843208250294150e-02,2.126927169430919307e+00,1.938471255111742231e+00,2.600860852570977344e-08
7.901557930968962085e-01,-1.314523951147673723e-02,2.762273709586991810e+00,1.989846379439431878e+00,2.901077692271013406e-07
6.474912672369051991e-01,-9.818487269666451370e-03,4.140335811134215338e-01,1.928598545365924455e+00,1.878019966998226664e+02
5.347415543976298258e-01,-8.369940951787694858e-03,1.283720766471174501e+00,1.934796981577328934e+00,7.195870090904828756e-10
6.870850462243990320e-01,-1.253690007186054368e-02,8.698559275194633145e-14,1.923922976981238264e+00,1.336095749416528520e+02
7.483963593063304165e-01,-1.205998266311576229e-02,1.128438992378807626e+00,1.908276284071588336e+00,1.596936639256267085e+02
8.795488294597525458e-01,-1.349057195220372367e-02,7.782665628428587778e-01,1.953805447990767385e+00,1.390370178415238911e+02
6.116296975079325016e-01,-1.054340950641398551e-02,3.244231434010149684e-01,1.844168357540183045e+00,2.633551238262218703e+02
7.175876169647107394e-01,-1.213714356596735412e-02,2.427791983400682476e-10,1.929296430042641619e+00,2.932877123273619873e+02
7.572737993367917309e-01,-1.298751379509749219e-02,1.097951928084057283e+00,1.983592318950715194e+00,2.192049509590260215e+01
6.943077817278545671e-01,-1.066003859299496925e-02,2.698769558938348467e+00,1.984267884149750305e+00,7.323602969648523737e-10
7.910134447595291718e-01,-1.359034911011330372e-02,8.129751585530572422e-01,1.932851955146108525e+00,1.142549948395949286e+02
7.472025399543972268e-01,-1.272575712385872956e-02,1.785891336002116914e+00,1.918569986338650724e+00,7.863221719074044813e+01
8.501550349192609213e-01,-1.390885228912824324e-02,2.640506394830497566e-02,1.905896371065051387e+00,1.687536799002404564e+02
7.137302084112011613e-01,-1.219700724896673194e-02,1.302240440716085912e+00,1.906167251413013464e+00,4.840113141812944519e+01
7.512327177997829564e-01,-1.323926057585432525e-02,1.749912193512418224e+00,1.904792032125218970e+00,6.561142104772746109e+01
5.621435571549520116e-01,-1.057499188371351269e-02,1.229669018858317475e+00,1.939935159810737275e+00,2.257974115387526410e+02
7.496124371975336764e-01,-1.305851468643649642e-02,1.844864271335089567e+00,1.884333204953102747e+00,4.362473175157847294e+01
7.661823437489678756e-01,-1.275038760778757566e-02,2.935658858297980835e-12,1.922316659330561839e+00,1.030521063605989411e+02
8.822896202511132380e-01,-1.463401759065971822e-02,1.385122798879387718e+00,1.915274823207210098e+00,9.615306864698449374e+01
5.682823998797477127e-01,-9.731544577473733720e-03,1.752049276095761554e+00,1.926707461007026945e+00,7.501235877651518535e+01
5.980664240445715540e-01,-1.063183736182992181e-02,8.040974860301720626e-11,1.881305460158497533e+00,1.268316222118190808e+02
6.625191986143682543e-01,-1.263774964022299808e-02,5.172153947462726573e-11,1.877474451797719768e+00,2.315481599490175313e+02
4.627898762616787787e-01,-6.631685206193309833e-03,1.049719693408412757e+00,1.865675173506745832e+00,1.656663177452023774e+02
7.773910489675006641e-01,-1.335868222571261546e-02,4.785027935586447789e-01,1.920357890474041707e+00,1.690583509754269471e+02
9.765580687369215251e-01,-1.599412278355770087e-02,5.180716408496995884e-01,1.945329759940143788e+00,1.695823965899145946e+02
9.620510773065897858e-01,-1.648454987957225643e-02,1.448031975444881008e-11,1.931062900336405264e+00,2.432083779587834726e+02
7.925759438850513705e-01,-1.325745810839291938e-02,1.753637918260898987e+00,1.960137290992842507e+00,6.329115551887632307e+01
6.979109013757101021e-01,-1.138324291213905180e-02,1.549968035000470756e+00,1.929942220925235485e+00,1.292665398654374940e+02
5.540330696889342876e-01,-8.137899821859258254e-03,2.259700961311263828e-02,1.827806240620702294e+00,1.922598009998265525e+02
6.936148006984093062e-01,-1.224695988730425261e-02,2.221252280292548509e+00,1.887121234184126584e+00,2.752517439213774963e+01
8.612544224609597343e-01,-1.573005446270754268e-02,3.953599919356445280e-01,1.952203225314948387e+00,2.055304087057099593e+02
7.671132622739957885e-01,-1.359550539240042023e-02,8.296023313644173003e-01,1.970164679632552707e+00,8.049539655037817454e+01
9.742974361724248133e-01,-1.577795839694228625e-02,1.196779672779790360e+00,1.948650337459641335e+00,1.633055509984878313e+02
6.477694647921795612e-01,-1.135962871902548334e-02,7.278632758924287183e-01,1.901107519959509773e+00,1.497734137186181442e+02
7.914084998652650693e-01,-1.357104898528974438e-02,3.225250428090863153e+00,2.001967533382142062e+00,6.402247579263772101e-10
8.535798113534187603e-01,-1.475979006400609389e-02,9.373967724208775998e-01,1.961334459158812216e+00,1.655534353043097440e+02
7.332534494546452120e-01,-1.243425143602858163e-02,2.092572090624862106e-09,1.987243719716738966e+00,2.220454883911351089e+02
8.042548080764944096e-01,-1.385486527629323748e-02,3.334351371946364218e+00,1.990032607551644128e+00,9.047439245220627716e-16
6.013477704389319500e-01,-9.747284187975002040e-03,1.234420513964853638e+00,1.976155321126943809e+00,1.278474445167769176e+02
7.860901795139703108e-01,-1.300852480504143330e-02,4.089204971170726788e-01,1.940369489243121137e+00,1.898208654808261429e+02
7.060721137292650385e-01,-1.174061001765410762e-02,2.041116733728547850e+00,1.898331331262980370e+00,6.963107081908481177e+01
5.800404175720111910e-01,-9.437951932262241342e-03,4.307894826740733540e-01,1.932658646015900317e+00,1.510494351449983981e+02
6.103066910020602531e-01,-9.765378296615771780e-03,1.409993977415711752e+00,1.918132783004240505e+00,7.904639890162522420e+01
7.873546926809771307e-01,-1.345593878199259977e-02,7.160555652292264206e-01,1.937658817342634121e+00,1.737492314831511067e+02
6.363549706749248580e-01,-1.041132360809389826e-02,3.237328239350468539e+00,1.929846259439616851e+00,3.631559513993079946e+01
9.721871898266153389e-01,-1.521924062459757698e-02,2.711050884136154693e+00,2.015055929965125170e+00,2.569977805200332282e-09
7.358951471848482750e-01,-1.237985248727793003e-02,1.463374587676013361e+00,1.992839744473712704e+00,3.594467787877804296e-08
7.071829096972790385e-01,-1.203045754134773014e-02,3.309753033222601060e-01,1.870312094863631369e+00,2.116692557380301309e+02
7.977153275939491417e-01,-1.257796449207120547e-02,2.702835899482946669e+00,1.910092146409851699e+00,6.007332437913666745e-09
6.453222034362118276e-01,-1.068574574053705872e-02,1.574293706631333167e+00,1.844807809716414448e+00,4.191770951136673327e-14
9.560108542769161222e-01,-1.526886963467609382e-02,1.177751492164858638e+00,1.957340857183576421e+00,1.182653250008549151e+02
6.459887172178465642e-01,-1.162206422008432195e-02,1.527422100977154251e+00,1.921696511106144589e+00,7.374103630579510593e+01
6.292892613905143318e-01,-1.144764939766566327e-02,1.022485632002271272e+00,1.955242137294767923e+00,1.255223197381383642e+02
6.801037215660848956e-01,-1.113501746061939558e-02,1.343537129347696757e+00,1.973168606642845102e+00,6.493949796651797612e+01
7.462014657776809834e-01,-1.242696091022265845e-02,2.387472237024914623e+00,1.956137325300602470e+00,9.953338030605344116e-07
7.622906846233485911e-01,-1.286809496587047914e-02,4.791478792467725866e-12,1.942915479038230142e+00,2.176048371447251384e+02
7.888435519713465904e-01,-1.407660212454357740e-02,2.477591017020530195e+00,1.921361395720201370e+00,1.316551189324650579e+02
7.331871280806842028e-01,-1.367097380632481367e-02,2.430652890315573192e-15,1.943671516592649029e+00,1.073058410008441967e+02
6.271442450265343194e-01,-1.083881149101418098e-02,3.734348632639284850e-11,1.907538418611872677e+00,3.102316552604642652e+02
7.975415559551018996e-01,-1.381739651186752495e-02,2.434752445185761616e+00,1.954380586585111601e+00,6.145858591841761864e+01
7.910791110535951853e-01,-1.441153461696006999e-02,4.675421803220239370e-02,1.966152525273614726e+00,2.046637428170080568e+02
7.407096088146492008e-01,-1.259866848148889079e-02,1.257865685331071015e+00,1.844751063392660040e+00,1.533240895550313780e+02
6.367656607253960876e-01,-1.161246124317368705e-02,1.751779537489327465e+00,1.880064222496601323e+00,4.604697627830898909e+01
7.086311411644179437e-01,-1.234584273059242433e-02,2.663086299786926681e+00,2.002055232822504749e+00,3.572160818297753821e-07
8.522660242953369325e-01,-1.430244695244345388e-02,9.649841029091702493e-01,1.928381941188843429e+00,1.031021355437425626e+02
7.780336095677065078e-01,-1.316694608276353096e-02,2.390870860565967461e-09,1.939778329258733169e+00,2.483424182159383520e+02
9.021848809040582395e-01,-1.566261964066364282e-02,2.354025307835233860e-11,1.979146677422209954e+00,2.365513217925281140e+02
8.252844160140385688e-01,-1.443295826008579585e-02,1.127231234427216400e+00,1.897805062226871398e+00,1.794478374048754574e+02
5.610248208183854501e-01,-9.552822197128817486e-03,1.670118011904289324e+00,1.869176111943048113e+00,1.192550210111623841e+02
7.518677457647247042e-01,-1.276423595448123588e-02,2.495084565143747657e+00,1.918318950182231086e+00,4.536560315128503412e-06
7.891358364224683175e-01,-1.278395654972016085e-02,1.003440219709691347e-10,1.918216843956580542e+00,1.759886356104237848e+02
6.045592159527276577e-01,-1.013120100612233468e-02,7.984212476412598791e-01,1.898339244963718198e+00,7.635113699684957567e+01
5.677931161282390171e-01,-9.822290598740837306e-03,2.265385100564225151e+00,1.949473780337067197e+00,3.148874069888219651e+01
7.391303953942961469e-01,-1.348444223028301067e-02,2.851402577352121770e-01,1.863644593307012709e+00,2.074704670754788367e+02
5.583700066306898080e-01,-8.727650631141945989e-03,1.865528864699316003e+00,1.888634832089639559e+00,1.441646760830900575e+02
7.682889770341057023e-01,-1.265006529772408871e-02,1.180383484740203492e+00,1.933094436101383984e+00,1.721766887417605290e+02
8.527619660627330234e-01,-1.428380535403327850e-02,2.093006438878173725e+00,1.916390138023931433e+00,9.914567957396934972e+00
9.122580118818492956e-01,-1.536551043875732624e-02,4.352390399120517617e-01,1.939873647339259488e+00,1.494807489047445586e+02
7.557014696490040873e-01,-1.239738876692862528e-02,9.620714087222093092e-01,1.963561957096829680e+00,1.169429378878114818e+02
6.262721090455223294e-01,-1.031775680530348273e-02,1.563664460289837299e+00,1.910367571660206876e+00,2.833405275033127779e+01
7.627915361567528807e-01,-1.337236371772725432e-02,2.455434915367859186e-17,1.880097919906209114e+00,9.505791775238677133e+01
6.554218583795416997e-01,-1.092525593736483336e-02,2.290574658581384870e+00,1.942679254737404548e+00,4.523668210271021195e+01
8.472470404594045768e-01,-1.379945414209622460e-02,1.607722725315284553e-11,1.949059519683151054e+00,2.408915507993071401e+02
7.428904376629136275e-01,-1.257839409889363429e-02,4.605636080977797114e-09,1.924386496750037701e+00,2.019562080116446907e+02
5.954947219647110934e-01,-9.974256202116052114e-03,7.378290790057723258e-01,1.926500104504818900e+00,1.351516337715038389e+02
6.896726118008088546e-01,-1.161493941119279977e-02,2.229447891835695847e-15,1.882556103990517427e+00,1.172738024962527845e+02
6.141094789507584029e-01,-1.100442107842127676e-02,1.806976081995386729e-01,1.894218265250533273e+00,2.268103731774268965e+02
6.132724312041561987e-01,-1.033941618771051438e-02,2.164283764719592718e+00,1.913815122929416468e+00,6.493340728825610597e+01
6.766093429660234859e-01,-1.135558701285912207e-02,4.494432862597270151e-01,1.915832145279167786e+00,1.874162124166300600e+02
6.734365233446967247e-01,-1.149731268325193331e-02,1.261544369244865349e+00,1.886964515608647419e+00,1.604745966167203051e+02
6.295464123481152585e-01,-1.108059475604549621e-02,2.947282183417458956e+00,1.898019775102677720e+00,1.524194435105036227e+01
9.678203225472241655e-01,-1.582379194850420251e-02,1.466086739690116936e+00,1.980222906310160180e+00,3.410816912121843814e+01
5.925091153352041173e-01,-1.064027212032754403e-02,1.833937756326955437e+00,1.872695762956218868e+00,6.063411906418293995e+01
8.422816400992417796e-01,-1.418314915419652614e-02,1.920645144027274265e+00,1.947733976335966455e+00,3.013858177613026723e-07
6.419009611410041449e-01,-1.076197632477624705e-02,8.752945667971050445e-09,1.915322585996252824e+00,2.410310734486801323e+02
6.198430244668330369e-01,-1.082333107079784182e-02,1.721442427260258423e+00,1.938196988678348109e+00,6.913985152270191747e+01
5.951639633705086974e-01,-9.910851780921369272e-03,2.113015287669362406e-11,1.976068852450610480e+00,1.553426990676194066e+02
7.054066614375815725e-01,-1.224528119209085733e-02,1.203122168929396718e+00,1.902242953822137705e+00,1.327041889202714060e+02
6.980676162603383084e-01,-1.158018835465452964e-02,4.057292762254593455e-01,1.931846856027933601e+00,1.988294979779623475e+02
9.245017232119598916e-01,-1.537135332928665950e-02,1.842765778513426045e-01,1.929889510000751374e+00,1.288634208889264983e+02
7.955170013586784217e-01,-1.338757158205592518e-02,1.451423876905789445e+00,1.959574689031625905e+00,1.324165411280363287e+02
5.308105363836572721e-01,-8.520743426487809372e-03,1.824690456267643590e+00,1.874074170450331200e+00,1.286170763659797558e+02
6.720494240750252146e-01,-1.199013890196177524e-02,1.245577099518303532e+00,1.981548674707135804e+00,1.029942263248378680e+02
8.496393514658880930e-01,-1.463286753075517845e-02,1.474332124363279428e+00,1.905195569139362277e+00,1.005550312441189931e+01
7.871472496907652161e-01,-1.381979062637908422e-02,2.412445145711573868e+00,1.943372394622118637e+00,5.170019080565367195e-07
9.141374849524223078e-01,-1.463192925555127123e-02,1.166444860107909376e+00,1.928399383302773273e+00,1.029511984665806494e+02
9.066222442983533636e-01,-1.457467085755382100e-02,2.310745885081975648e-01,1.953838038233090879e+00,1.694273434773228928e+02
5.771042242161112945e-01,-1.081941850720935863e-02,3.869704933133508717e-01,1.913307335826064826e+00,2.501397401326623253e+02
6.464132243247988630e-01,-1.028301401933988564e-02,1.014043651278054847e+00,1.884917240369803126e+00,1.575026973850423531e+02
6.751738268212610361e-01,-1.148824127960564913e-02,7.805029799813296976e-02,1.969080433491718463e+00,1.028239994337444472e+02
9.275442297593354812e-01,-1.560771069643307994e-02,1.856055785150905857e+00,1.904748903070869082e+00,4.710676185259187321e+01
8.536105471115267296e-01,-1.458070041057601789e-02,2.291065938149424941e+00,1.947844805995464723e+00,6.136841229401188478e-07
5.140475016408658782e-01,-8.836509844767975394e-03,2.061387063208771853e+00,1.904945490234682515e+00,4.291398706244025618e+01
6.173778953295245842e-01,-1.113387179498014773e-02,5.535512592442362045e-01,1.913091599390457587e+00,1.643092218935639153e+02
7.930707403969318170e-01,-1.357958433628570979e-02,7.143966479363144106e-01,1.938445671853184615e+00,1.745816322691823643e+02
7.006061037485041831e-01,-1.245126320912854495e-02,4.820381007737624679e-01,1.913595613251892980e+00,2.177289718533636176e+02
6.468551138374031284e-01,-1.076373813721582216e-02,1.720745235194723444e+00,1.902115483633572524e+00,4.109276548802006144e-09
6.481383055533606052e-01,-1.152644644259896711e-02,2.119032058000426472e-08,1.879953463398908564e+00,1.524826379519394095e+02
9.612379063880766017e-01,-1.695332936351743452e-02,2.666741944368035355e+00,1.933719581702328050e+00,2.029940393615164140e+01
6.601833547289602810e-01,-1.097401671035196612e-02,2.803512075429925421e+00,1.902744902858136689e+00,9.900567892445780060e+00
6.358766967853377583e-01,-1.085943647046366638e-02,1.540945924250442634e+00,1.880929180486641705e+00,5.734044833456650281e+01
6.396976419686082327e-01,-1.152506149144168733e-02,1.604420090178872993e+00,1.911567441868802675e+00,1.223252181874948690e+02
7.539228513662283859e-01,-1.322180174971158625e-02,1.163493646129438730e+00,1.926833332023596190e+00,1.239470793193757174e+02
6.379857357291488507e-01,-1.076953083591443948e-02,1.358895783706406719e-12,1.931673437545670780e+00,2.524863772662190229e+02
5.243123106553317925e-01,-8.465646357892124205e-03,6.541627989696090495e-01,1.929305637515147831e+00,1.016543907137010194e+02
8.642746914968759686e-01,-1.450543763999404337e-02,1.395543472587486233e+00,1.943045808861337154e+00,6.182892460119665401e+01
7.308715626772768204e-01,-1.308401593449032459e-02,1.688290318359635833e+00,1.888039215556930328e+00,7.735065168437495231e+01
9.056251021883127139e-01,-1.469275843096660809e-02,2.206537528793513836e+00,1.965882227238763491e+00,2.933577079829111867e+00
9.046926924919258539e-01,-1.559665703973300843e-02,3.739977336312263922e+00,1.915381104598676165e+00,1.706775852434103413e+01
7.604819271049596541e-01,-1.355526515199433936e-02,2.336513042957657049e+00,1.926625715630864821e+00,2.407254107336600413e+01
6.725877497588835796e-01,-1.116068501536061040e-02,1.044044155578029764e+00,1.909342248896523708e+00,1.398721797708919610e+02
7.672196409010508811e-01,-1.316929533525714596e-02,1.385741282313703415e+00,1.961722119157846889e+00,1.556268429103789863e+01
8.805974487449027555e-01,-1.363461262444878863e-02,1.724552975449162443e-11,1.986173326518875015e+00,2.089108117438592842e+02
9.010619993433967023e-01,-1.429016149041582168e-02,1.549599708044132829e+00,1.909507111710137206e+00,1.021803757516235720e+02
7.257538508163653423e-01,-1.200671841005454543e-02,3.480475268971531921e+00,1.926161817559955525e+00,1.354956575837118077e-06
8.145794931660668148e-01,-1.392871740617143868e-02,2.203621771397223483e+00,1.967255870192048617e+00,7.893381379056698677e+01
7.051498963149067656e-01,-1.189620576405182352e-02,3.512074446562808153e-09,1.916531782165848297e+00,2.724432254420668755e+02
6.945776928897463565e-01,-1.104673679251831457e-02,1.490877822481667225e+00,1.891743209356967936e+00,4.390447002071412186e+01
7.403705981711468098e-01,-1.215768960644185957e-02,1.353643051822316062e-08,1.882761488053454224e+00,1.993616423708480454e+02
6.783336972971650836e-01,-1.158305398099646749e-02,8.871521090460521286e-01,1.948617617826197579e+00,1.184594978169471631e+02
9.388564102875578410e-01,-1.527775847860924491e-02,1.893030900017863116e+00,1.993920769333239473e+00,7.384123233705911472e-10
1.060531179215050246e+00,-1.660983344772107642e-02,5.481233404932355519e-10,1.938836099792934364e+00,1.425191732569494434e+02
7.340396486519464858e-01,-1.302269077261910234e-02,2.241750831583462666e+00,1.910899402987884299e+00,2.853609267780432052e-07
7.373074624115121267e-01,-1.215522963254325392e-02,4.256249114183712767e-01,1.941162147826148932e+00,1.280752013179490802e+02
5.369763618434004737e-01,-8.517751646133071147e-03,4.109127114219897070e-01,1.846724652034046121e+00,2.421297803422899619e+02
6.601012523909727259e-01,-1.049119682544837756e-02,1.068593785417822906e+00,1.840619992472260158e+00,8.405884869694338590e+01
7.605062048408248732e-01,-1.259868079044542712e-02,1.231941923064115291e-01,1.944220935778874226e+00,2.549821900615895913e+02
8.669400509193010418e-01,-1.432288176836221151e-02,8.575178296983840265e-02,1.924354514589757148e+00,2.462043689582949071e+02
9.488698055528992370e-01,-1.486321410775513253e-02,2.646960591569964993e+00,1.974414348484357484e+00,1.244223670697959916e+00
9.341106685805722343e-01,-1.569556556548331108e-02,2.337210116109938340e+00,1.924301815717823327e+00,3.150582301271570576e-09
8.265505220119854224e-01,-1.377945467329583229e-02,2.101993921486278616e+00,1.885916923964868763e+00,1.813971819529579521e-07
7.593989694430323123e-01,-1.245612879327087294e-02,1.306775985795647133e+00,1.895369900638834926e+00,1.627405913758958320e+02
7.736856028975594990e-01,-1.252774695806078628e-02,2.666392368414660208e+00,1.882860918620573365e+00,1.078214883063356844e+01
9.116277832469582565e-01,-1.454193300501754015e-02,1.879141955052230140e+00,1.955301609294713305e+00,3.214105823635526176e-10
6.301394667383725112e-01,-1.094141042023480913e-02,1.253208003347717758e+00,1.888452310709399784e+00,7.736747659691910428e+01
7.361235187556742776e-01,-1.296020506234504995e-02,3.541386100230406266e-08,1.897497260160692756e+00,2.285941938067445562e+02
5.944581396159707154e-01,-1.047878613605904806e-02,1.287549237248181155e+00,1.880284090344572334e+00,3.143668730824041546e+01
6.987089449287271492e-01,-1.272792942982080289e-02,6.783674833620060296e-01,1.910955319414495701e+00,1.004491081797963261e+02
8.605199297316128426e-01,-1.321470085399712932e-02,1.791237342974913327e+00,1.946767243556161375e+00,1.129468245033193341e+02
8.056996254767757604e-01,-1.423329387545632305e-02,1.674111132008862857e+00,1.982795302605663945e+00,8.056737789455314669e+01
5.874800383756311195e-01,-9.715986845389089702e-03,2.117202101744531717e+00,1.869257257942131378e+00,6.624041448099199592e+00
7.041392558187031803e-01,-1.154137189551968264e-02,1.352620607399482197e-10,1.892805253004031574e+00,1.483608573836280868e+02
5.392213982672565686e-01,-9.371117808860074394e-03,1.404481099817246316e-10,1.883149370427947167e+00,2.486871253953914902e+02
6.918689529352990419e-01,-1.232856517664864850e-02,1.049142153271093392e+00,1.853122433957721915e+00,1.611612883096721660e+01
7.631781456302205724e-01,-1.280818111014118271e-02,7.625890307534233690e-09,1.967281080461752429e+00,2.087236986401794354e+02
9.760462517493788681e-01,-1.602413813045825905e-02,5.041069480555452342e-01,1.968615791309739738e+00,1.107693645201533883e+02
9.410550989914547859e-01,-1.594045039253920784e-02,1.658265928517243082e-12,1.930623781729828403e+00,2.864428962017950084e+02
5.277364777414936814e-01,-8.769467824885433804e-03,3.647247004200997699e-09,1.902233657333977535e+00,2.053599323799250840e+02
6.946875385584581064e-01,-1.152375397407578127e-02,1.181168914821242311e+00,1.923670228595480536e+00,9.519415859718367301e+01
7.010884120679470310e-01,-1.175095567716002640e-02,2.084855313404923915e+00,1.889275567978399462e+00,5.030984630776842437e+01
7.425293794322130880e-01,-1.200210164802300791e-02,1.683383593933137190e+00,1.896188585945102201e+00,4.204954967509473107e+01
9.596203839573256289e-01,-1.549325547514865398e-02,5.937524043142881069e-01,1.954786005366215607e+00,2.170317840911270366e+02
6.507751633011747971e-01,-1.070527866441292608e-02,1.354338992003478959e+00,1.900206293043792627e+00,5.886335913827085875e+01
8.294807784606058609e-01,-1.443220002313409280e-02,2.170766219736576907e+00,2.009934824335704917e+00,4.469827584924102837e+01
8.564067027337506355e-01,-1.485186669503406505e-02,7.528452184380017842e-01,1.899190372297082652e+00,1.500558525621719923e+02
5.947323365430375874e-01,-1.100893976909759868e-02,3.108512049455981696e+00,2.007704133371728261e+00,2.092921119620783299e-08
6.665067232315868839e-01,-1.122466874023647643e-02,2.322108070243319999e-01,1.927648007976677347e+00,1.193832712476956601e+02
6.863809927787137832e-01,-1.224542944954794613e-02,2.186860643554006806e-02,1.879533545609548328e+00,1.699818903286211480e+02
8.243046674988332434e-01,-1.463959260246265083e-02,6.575674991601746511e-01,1.918809467403011393e+00,1.701810219908337558e+02
7.157187496570042162e-01,-1.219453845271569435e-02,2.229141652788538597e+00,1.920769752354653415e+00,1.393468996167785296e-08
6.472886530849103481e-01,-1.116416705963805232e-02,2.940216663212618098e+00,1.900886689125460105e+00,4.161654026697248080e-07
6.196981040019612363e-01,-1.070491465350308438e-02,3.745995795264230876e-01,1.916833923679094998e+00,8.858558253665808024e+01
5.564686347106292397e-01,-8.874354122166618064e-03,7.500827556723409506e-01,1.857829188422848832e+00,2.063688893149249566e+02
6.567627736762237101e-01,-1.098206123538484312e-02,1.554029999688037345e+00,1.928008337462534527e+00,1.011589692859161715e+02
5.948647456630502539e-01,-1.069765771027615490e-02,1.478215151122274307e+00,1.917544345154518437e+00,9.905552760824461700e+01
9.237099960689332256e-01,-1.529615038047092181e-02,2.002611342326560795e+00,1.968405600444093517e+00,4.954367474841752693e-11
8.431047956128063792e-01,-1.322363206698239264e-02,2.280794119135041598e+00,1.957007208828986267e+00,4.123786274671544305e+01
7.129571442263518133e-01,-1.248107300439630848e-02,2.101321513711895239e+00,1.933236541880738457e+00,3.673051881533235873e-09
