param,m4_fit,ens_mean,ens_std,ens_p16,ens_p84,profile_1sig_lo,profile_1sig_hi
A_bl,0.7269,0.7560106970655097,0.13650095009213672,0.6177115148409043,0.8664166070945343,0.6256131774100895,0.8444894576626178
b3,-0.01249,-0.012835818852941423,0.0020709860930409963,-0.014798705759212901,-0.010550254506676529,-0.014508051767885517,-0.010747829096243193
PBR_eff,1.096,1.384794219518959,0.9751414805221782,6.468863654438816e-11,2.270512037707217,0.24459171291777043,2.3206215599262476
L0,1.924,1.9192925340592664,0.036111831937520156,1.8829604418129944,1.9496199722607448,0.4292307588273507,8.200863016889121
L_ol0,115.6,86.14691124763183,75.54294323412033,3.7874647155922786e-10,161.37511721990145,25.78877350385343,210.59550626918963
